Input Decimal,Input Binario,Resultado Binario,Resultado Decimal,Tiempo Ejecucion (ms)
474,111011010,1111000001110111111000111001111110010110110010101000001110110111110101111110010100100100101000111001011010011000100111000000000011110110000000101100010101110101010011111100010010111011001101000110101010110001101000011101111100001110011101010110011000011010110010110001101000110101010011100011110010110111100110110101101001111000,513637207677450246125760857023446893186481668075116373246321641937144993869266524849692790595738232,2479.1343212127686
475,111011011,11000010100010101111111100011010011100101111100000100010001000001111101010001101100011010001110010001110110011011011111111100010001010101111011100110011000111000100101011110101011101011001111010001001100110111111011110110010111011010001001001100100101001111100010101011011111000110010100001000010110011001111001010101010001000101,831082459908702935293955784701120993704369028200651613859972830080739980541065544674812034151699525,2902.85587310791
476,111011100,100111010110001101111000011101010001111100101110101100011111111001110011010000000000111110110111001011010000110100000110111100010101001011111100010010101110101101111001011010111110100110011100010111110111101001100100010100010011101000100110100010111101101010010101011101000111111011100111101100001001010001100000001010111010111101,1344719667586153181419716641724567886890850696275767987106294472017884974410332069524504824747437757,2445.280075073242
477,111011101,111111101010100011111000000000100101100010101010110000110000111011110000100001101101011001000101011101000111001111100110111000100110100001110111111001000111100110011110111001101010010001101011101001000100100001100000001010101011000010101111101111100010111001111000001000100111000001111011110100011111101011011001100000001100000010,2175802127494856116713672426425688880595219724476419600966267302098624954951397614199316858899137282,2443.8319206237793
478,111011110,1100111000000110001110000011101110111011111011001011101010000110101100011110001101110010111111100101000011000000011101101110100111011101101110100001011110110010100011000010100101000111000001000000000111100001011000100011110111110101011010110010010100000100100001101100101101110111101100011100000101000111100111001101011000110111111,3520521795081009298133389068150256767486070420752187588072561774116509929361729683723821683646575039,2502.9213428497314
479,111011111,10100110101011010101101000011110011101000010000100001110000001110001010100010011011011110001000010000101011111010011010100101101100010001111101100000100111101111010110111001110010011001001110011101010000000101100100100101001101001101110000110000010000011011110000101101110010101111111011111010101001000101000010011001011010011000001,5696323922575865414847061494575945648081290145228607189038829076215134884313127297923138542545712321,2469.4676399230957
480,111100000,100001101101100000111011000111100010100100001011101101011010010100110111000000101001010001000111110101101110111010111000010100010011101111101100000010000110100001111001111100010111100000001111011101010111100110111101001001000101000011001011100010100100100000010010011010100000100111101000010110101110001100101001100110110011010000000,9216845717656874712980450562726202415567360565980794777111390850331644813674856981646960226192287360,2377.782106399536
481,111100001,110110100010111011101000001011010110001100011100001111001010100011000001100011000100101111010000000110011010110101010010111010000000000001101001100010101110010001010000110110001001111001011101111010100111101100100001101110010010010000111100010010110100111100000011001000010011010111100100010001010111010001101100000000001101101000001,14913169640232740127827512057302148063648650711209401966150219926546779697987984279570098768737999681,2401.44419670105
482,111100010,1011000010000011100100011010010111000110000100111111100100100110111111000100011101110000000010111111100001001110000001011001110010011110001010101100100110100110011001010110010100001011001101101010111111111010011011110110111010111010100000111110101011001011100010101100010110011111111001100101000000101011110010101100111000000111000001,24130015357889614840807962620028350479216011277190196743261610776878424511662841261217058994930287041,2395.528554916382
483,111100011,10001110110011011000001011011110001110111101000100001011101111011010111010000110110010101111101000000010100100100101011110001000010011110010111111000111100011000100011011101000101011010011001011010010100111000000000000100101101001100101000100001000001110011000011000101011000111010110110000111001011100110000000001100111001110100000010,39043184998122354968635474677330498542864661988399598709411830703425204209650825540787157763668286722,2490.454912185669
484,111100100,11100111000011110100101110110001000111101101101100001000010100010010110010101010100000101111111111111110101110010101101001010110100111100100010100101100010111110111100110011011001100101100111000101010100110010011011111011101000000111001001011111101100111110100101110001101111011010101111101100001100010001110010111001110001111011000011,63173200356011969809443437297358849022080673265589795452673441480303628721313666802004216758598573763,2576.8380165100098
485,111100101,101110101110111001100111010001111010110101010110000010100000011101101101100110001010011011111101000000001010010111011000111011110111011010111010011110011111010111100000010000011111000000000000011111101001101010011100000000010101010011110010000000101110110001101000110111001000010101100101110011010111110111110011000110101011101111000101,102216385354134324778078911974689347564945335253989394162085272183728832930964492342791374522266860485,4144.371271133423
486,111100110,1001011100111011000001101001000000011110011000011100011100011000000000011111011011110100001111101000000000000001010000110000110101100010111011101000100000010010110011101000011111000100101100111100100111110011100110111111011111101011010111011100000011011110000001110101000110111110000010101011111100100001001100110000000011101101010001000,165389585710146294587522349272048196587026008519579189614758713664032461652278159144795591280865434248,2672.224521636963
487,111100111,1111010010110010001110100011001111110101000011001100110000011011101110001100001101000111101111010000000001010100001011111000010100011110010010111100010100001101101111101010100010111100101101000000100101000000111010011111100010010101110101101100001001010100001110111100000000000000101111011010010111100000001011001000111001001011001001101,267605971064280619365601261246737544151971343773568583776843985847761294583242651487586965803132294733,2594.754457473755
488,111101000,11000101111101101010000001100010000010011011011101001001100110011101110101011101000111011111110111000000001010101011100101001001010000001001110100100110100100000100011010011000010000001011001111101001100110100100001011111000010000001001101001000001100110010010000110001000110111110110010000110010100000001010111111000111100111000011010101,432995556774426913953123610518785740738997352293147773391602699511793756235520810632382557083997728981,3138.486623764038
489,111101001,101000000010011111011110101111100000001000011110110101111101001111011100110111110110000011101110001000000010101001101000100001011110011111100001100001001000101110010010111101100100111110000110111101110001110101011011111110100100010111000010110100010110000110011111101101000110111111100001100000101011100001100011000001110110000011100100010,700601527838707533318724871765523284890968696066716357168446685359555050818763462119969522887130023714,2633.54229927063
490,111101010,1000000110010001100101110111011110000011011111010011111001010000011001011100011011110111111101101000000000011111111000101001010101000100000110000000101111101001110110110010000100110111111100000111010111110101001111101011101100110011000001111111100100010111000110000011110001101111110010011100110111111100010111010111010110010111011111110111,1133597084613134447271848482284309025629966048359864130560049384871348807054284272752352079971127752695,2765.221357345581
491,111101011,1101000110100101100001101101011010000100100011001010101000111010010101000011011010101000011011011001000000110101000101101101100000111000000010001100111000101111101001001001110001011111101100111111000110000011111011001011100001010101111010010110000111000111111010000001011010100111101110101000111101011000100011101111100101000111111100011001,1834198612451841980590573354049832310520934744426580487728496070230903857873047734872321602858257776409,2699.350357055664
492,111101100,10101001100110111000111100100111000001000000010011110100010001010101110011111110110100000011001000001000001010100111110010110110101111100001000001101101000011001011111111011110110010111101001000110011101111001001010110111001110001000111100010101101011011111000000000101001100010111100001000101110101010100111011000110111011011111011100010000,2967795697064976427862421836334141336150900792786444618288545455102252664927332007624673682829385529104,2602.501153945923
493,111101101,100010010011011100101001010010010010001100100101101001001011000101000011100011010001001000110100011010000010001010000100000100010110110100001010011010100001001001001001000101100111110111010110000101100011111101000110000010101111011110110110101011110010100110111010000110100110111111001111101110110010101101011110110110100000100111011000101001,4801994309516818408452995190383973646671835537213025106017041525333156522800379742496995285687643305513,3364.898681640625
494,111101110,110111100000010011110000110111001010010100101000000111101101001111110010000011000111101001001101011011000011011111000010011011001100110000010010101000001001100010101001000001011110001110111111001100000001110110010000111001111101100111110011000001011110000101111010001011110011010110110000110100101000000010011001111101011100000110110100111001,7769790006581794836315417026718114982822736329999469724305586980435409187727711750121668968517028834617,2749.7572898864746
495,111101111,1011001110011110000011010001001011100100001001101110000111000010100110101100110011000110010000001110101000101101001000110011111100011100100011101000010101010101011110010000111000110000110010101010001100101110011010110111100101101000110101001101101010000101100110100010010011010010110000000100011011010101111111000110011111100101110001101100010,12571784316098613244768412217102088629494571867212494830322628505768565710528091492618664254204672140130,2645.965814590454
496,111110000,10010001010100000100001011000000100110110101110101111000100101100100100111101001100000011011001111010000001001001000001000111010110000010100101111101010110100001110011011001000100100010101010100011101100111101001100111110110101010101110011100101110101110110010101110011110001101101100110001011000000010110010010010110001011000110101000010011011,20341574322680408081083829243820203612317308197211964554628215486203974898255803242740333222721700974747,2723.9017486572266
497,111110001,11101011000111110100100101001010000011010111000011101001011101111001011101001111111001001101010001000101001110110001001111011010010011111001001100101101011110111010001101001111101010011011101001101111001101011100111110110011010111110101000110011011111111011111100010110000101000000010110001111011011101100010001011100101010101100011001111111101,32913358638779021325852241460922292241811880064424459384950843991972540608783894735358997476926373114877,2844.935178756714
498,111110010,101111100011011111000110000001010101010001100111001100010000011011110000100111001011001101000100000010101010111111001011000010101000100001101111100011000010011001000101000011000001110110000111110001100110101000110100110101010000010100011100011001010101110010010010001001110110101101111100011010011100000010100011110010110101110011000010010011000,53254932961459429406936070704742495854129188261636423939579059478176515507039697978099330699648074089624,2821.2006092071533
499,111110011,1001100111100011101101010101010100101101100011111101001011100001010111100010001001010010110101110001011010100110101010100111101111011000000111001001000101110010000010110101100111111001001100100111111100000010100011100101011101011010011000101001100110101101110001110011111111011101110010010101001110111101110110101001111100000011111011100010010101,86168291600238450732788312165664788095941068326060883324529903470149056115823592713458328176574447204501,2887.906074523926
500,111110100,1111100011111111100110000101011111010111110000110110101101100100110101100111000010101100011110010001101111111110100100000000000100011100010101000101011110000101001011011110000000000111111101100110001000110111101010001100000111011100111100001100110001011100000100000101001110010011100001111000100010011110001011001000010010110010010011110100101101,139423224561697880139724382870407283950070256587697307264108962948325571622863290691557658876222521294125,2968.001365661621
